job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,job_demand_period,skill_AWS,skill_Azure,skill_Computer Vision,skill_Data Visualization,skill_Deep Learning,skill_Docker,skill_GCP,skill_Git,skill_Hadoop,skill_Java,skill_Kubernetes,skill_Linux,skill_MLOps,skill_Mathematics,skill_NLP,skill_PyTorch,skill_Python,skill_R,skill_SQL,skill_Scala,skill_Spark,skill_Statistics,skill_Tableau,skill_TensorFlow,high_paying
AI Manager,161838.0,Executive,Contract,Finland,Medium,Finland,0,Doctorate,19,Automotive,2024-05-12,2024-06-04,1589,0.3400000000000001,AI Innovations,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
Data Analyst,101433.63,Entry-level,Part-time,United Kingdom,Medium,Germany,50,Bachelor,1,Transportation,2024-06-20,2024-08-17,2082,0.54,Future Systems,58,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
AI Specialist,97207.0,Executive,Part-time,Ireland,Medium,Ireland,50,Doctorate,12,Healthcare,2024-10-18,2024-11-24,2026,0.7000000000000002,Future Systems,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
AI Specialist,109004.0,Mid-level,Full-time,United States,Large,United States,0,Doctorate,3,Manufacturing,2024-03-18,2024-05-16,1361,0.72,AI Innovations,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
AI Engineer,233463.0,Executive,Part-time,Denmark,Medium,Denmark,100,Bachelor,12,Education,2024-01-13,2024-03-18,1733,0.8399999999999999,Smart Analytics,65,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
AI Engineer,104904.72,Mid-level,Contract,Netherlands,Small,United Kingdom,50,Doctorate,4,Energy,2024-06-02,2024-07-21,795,0.94,Neural Networks Co,49,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
AI Engineer,183795.0,Senior,Freelance,Norway,Large,Norway,0,Bachelor,7,Finance,2024-03-28,2024-05-05,2332,0.3600000000000001,Autonomous Tech,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
AI Specialist,320000.63,Executive,Full-time,United Kingdom,Medium,United Kingdom,100,Associate,16,Retail,2024-01-29,2024-04-07,889,0.30000000000000004,TechCorp Inc,69,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
AI Engineer,207518.0,Senior,Freelance,Switzerland,Medium,South Korea,0,Bachelor,7,Transportation,2025-04-07,2025-04-21,1087,0.20000000000000018,Smart Analytics,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
Data Analyst,165928.0,Executive,Contract,Singapore,Small,Singapore,0,Bachelor,19,Retail,2024-10-26,2024-11-26,815,0.11999999999999988,Autonomous Tech,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
AI Engineer,99278.0,Senior,Full-time,South Korea,Large,South Korea,0,Bachelor,5,Gaming,2024-08-23,2024-10-17,2467,0.8200000000000001,Predictive Systems,55,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
AI Engineer,128084.0,Executive,Full-time,Canada,Small,Canada,0,Doctorate,10,Government,2025-01-11,2025-02-07,2044,0.54,Cloud AI Solutions,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
AI Specialist,104779.0,Senior,Freelance,Australia,Small,Australia,50,Master,5,Energy,2024-09-16,2024-11-09,2136,0.45999999999999996,Predictive Systems,54,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
AI Engineer,98366.0,Mid-level,Full-time,Australia,Small,Australia,50,Master,3,Automotive,2024-03-14,2024-04-08,2397,0.3600000000000001,Cloud AI Solutions,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AI Specialist,155142.0,Senior,Part-time,France,Medium,France,0,Doctorate,9,Real Estate,2024-04-17,2024-05-12,1149,0.8800000000000001,Algorithmic Solutions,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Data Engineer,89375.0,Senior,Freelance,India,Large,Israel,100,Master,6,Energy,2025-04-09,2025-05-01,2176,0.5800000000000001,Advanced Robotics,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
AI Specialist,398084.0,Executive,Contract,Switzerland,Large,Switzerland,100,Associate,15,Automotive,2024-12-30,2025-02-20,1979,1.0,Future Systems,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
AI Engineer,221984.0,Executive,Freelance,Singapore,Large,Singapore,0,Doctorate,19,Energy,2024-10-19,2024-12-03,829,0.9199999999999999,Smart Analytics,45,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AI Engineer,73013.0,Entry-level,Freelance,Singapore,Small,Singapore,0,Doctorate,0,Government,2024-06-03,2024-07-25,1076,0.5800000000000001,Smart Analytics,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
AI Scientist,61227.0,Mid-level,Part-time,Ireland,Small,Austria,100,Doctorate,4,Transportation,2024-05-02,2024-07-06,1522,0.2400000000000002,Quantum Computing Inc,65,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AI Engineer,73885.0,Entry-level,Full-time,Sweden,Medium,Sweden,100,Associate,0,Consulting,2024-12-16,2025-02-13,1144,0.72,Quantum Computing Inc,59,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AI Engineer,117633.0,Mid-level,Part-time,Denmark,Large,Japan,100,Doctorate,3,Technology,2024-07-02,2024-08-18,2236,0.5800000000000001,TechCorp Inc,47,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
AI Engineer,106662.22,Entry-level,Freelance,United Kingdom,Large,Norway,0,Bachelor,1,Finance,2024-07-09,2024-07-26,1625,0.18000000000000016,Predictive Systems,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
AI Specialist,215846.0,Senior,Full-time,Norway,Large,Norway,0,Associate,8,Gaming,2025-02-06,2025-03-18,2036,0.11999999999999988,TechCorp Inc,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AI Scientist,139748.0,Executive,Freelance,Finland,Small,United States,50,Associate,17,Technology,2024-12-02,2024-12-23,2295,0.8200000000000001,Machine Intelligence Group,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
AI Engineer,105986.0,Senior,Freelance,Canada,Small,Canada,50,Master,8,Education,2024-07-15,2024-07-30,2152,0.3600000000000001,Future Systems,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1
Data Scientist,214633.0,Executive,Contract,Norway,Large,Norway,100,Master,19,Transportation,2025-03-17,2025-05-29,1481,0.040000000000000036,DeepTech Ventures,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
AI Specialist,55437.48,Entry-level,Full-time,Germany,Small,Germany,100,Master,1,Finance,2024-04-12,2024-04-30,2045,0.040000000000000036,Neural Networks Co,18,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
AI Engineer,95242.0,Senior,Contract,Austria,Medium,Austria,0,Master,9,Energy,2024-07-07,2024-08-23,2068,0.28000000000000025,Algorithmic Solutions,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AI Scientist,77426.0,Entry-level,Contract,Switzerland,Small,Switzerland,0,Associate,0,Manufacturing,2024-11-04,2024-12-17,1751,0.6399999999999999,TechCorp Inc,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Data Scientist,76061.0,Entry-level,Full-time,Sweden,Large,Denmark,100,Bachelor,0,Real Estate,2024-05-23,2024-06-19,924,0.8600000000000003,Future Systems,27,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,108968.0,Mid-level,Part-time,United States,Small,United States,50,Bachelor,2,Energy,2024-11-16,2025-01-22,1184,0.14000000000000012,DataVision Ltd,67,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
AI Manager,76903.0,Entry-level,Part-time,United States,Medium,Germany,0,Master,0,Technology,2024-02-16,2024-03-05,1506,0.6000000000000001,Digital Transformation LLC,18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
AI Specialist,63497.0,Mid-level,Full-time,Israel,Large,Israel,100,Master,3,Media,2025-02-26,2025-04-22,1945,0.56,Quantum Computing Inc,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
AI Scientist,56447.0,Entry-level,Part-time,Australia,Small,Australia,0,Doctorate,1,Media,2024-09-09,2024-10-07,2195,0.72,Machine Intelligence Group,28,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
AI Engineer,74067.0,Mid-level,Full-time,Canada,Medium,Canada,0,Doctorate,2,Finance,2024-12-15,2025-01-28,1591,0.9199999999999999,Digital Transformation LLC,44,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Data Analyst,105123.0,Senior,Part-time,China,Medium,Australia,100,Master,8,Automotive,2024-05-18,2024-06-16,2224,0.44000000000000017,Future Systems,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
AI Scientist,70298.0,Entry-level,Freelance,Canada,Medium,Canada,50,Master,1,Technology,2024-04-18,2024-06-19,1105,0.41999999999999993,Algorithmic Solutions,62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Analyst,211934.0,Executive,Contract,United States,Small,Sweden,50,Associate,12,Energy,2025-01-20,2025-02-20,2341,0.7600000000000002,DataVision Ltd,31,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Data Scientist,199825.92,Executive,Freelance,France,Large,South Korea,100,Doctorate,10,Healthcare,2024-01-29,2024-04-06,1021,0.11999999999999988,Digital Transformation LLC,68,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AI Engineer,73564.20000000001,Entry-level,Part-time,Germany,Small,Germany,100,Bachelor,1,Healthcare,2024-06-03,2024-06-30,1905,0.8399999999999999,Neural Networks Co,27,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
AI Scientist,74282.0,Mid-level,Contract,India,Medium,India,0,Doctorate,2,Government,2024-09-26,2024-12-05,1169,0.020000000000000018,Algorithmic Solutions,70,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
AI Engineer,89988.0,Mid-level,Freelance,Denmark,Small,Denmark,100,Master,3,Manufacturing,2024-06-26,2024-07-19,688,0.9800000000000002,Algorithmic Solutions,23,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
AI Engineer,76557.96,Mid-level,Freelance,France,Small,France,50,Doctorate,2,Finance,2024-09-17,2024-11-22,1576,0.20000000000000018,AI Innovations,66,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AI Scientist,71196.0,Mid-level,Full-time,Austria,Medium,Austria,100,Doctorate,3,Consulting,2025-01-18,2025-03-24,1710,0.9600000000000002,Future Systems,65,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
AI Specialist,45946.0,Entry-level,Contract,South Korea,Small,South Korea,50,Bachelor,1,Government,2024-06-18,2024-08-27,1754,0.8800000000000001,Algorithmic Solutions,70,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
AI Specialist,63490.0,Entry-level,Contract,Sweden,Large,Sweden,0,Associate,1,Consulting,2024-06-05,2024-07-06,1730,0.8399999999999999,DeepTech Ventures,31,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AI Scientist,130544.0,Executive,Contract,Austria,Large,Austria,0,Bachelor,19,Education,2024-01-18,2024-02-14,2225,0.9800000000000002,Predictive Systems,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
AI Specialist,115207.0,Senior,Freelance,Singapore,Small,Singapore,0,Doctorate,8,Manufacturing,2024-07-31,2024-10-07,618,0.40000000000000013,Cloud AI Solutions,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Data Scientist,71410.0,Senior,Full-time,Finland,Small,Finland,0,Doctorate,6,Energy,2024-03-12,2024-04-01,967,0.45999999999999996,Advanced Robotics,20,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AI Engineer,103623.0,Senior,Part-time,South Korea,Medium,South Korea,100,Bachelor,7,Manufacturing,2024-05-08,2024-07-09,1706,0.18000000000000016,Cognitive Computing,62,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
AI Engineer,77626.0,Mid-level,Part-time,India,Medium,India,50,Master,3,Technology,2024-04-28,2024-06-13,2362,0.41999999999999993,DeepTech Ventures,46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Data Analyst,64145.0,Mid-level,Full-time,Israel,Small,Israel,50,Doctorate,4,Manufacturing,2025-01-07,2025-01-30,1040,0.18000000000000016,AI Innovations,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
AI Engineer,136398.0,Executive,Full-time,Austria,Small,South Korea,0,Associate,19,Retail,2024-05-07,2024-07-04,2068,0.8800000000000001,Predictive Systems,58,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
AI Engineer,69981.84000000001,Entry-level,Contract,Germany,Large,China,50,Associate,0,Retail,2024-03-05,2024-05-02,2180,0.6800000000000002,TechCorp Inc,58,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Data Scientist,260654.0,Executive,Part-time,Switzerland,Large,India,0,Doctorate,11,Manufacturing,2024-06-05,2024-06-29,2402,0.020000000000000018,AI Innovations,24,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
AI Specialist,68484.0,Mid-level,Freelance,Israel,Small,Austria,100,Bachelor,4,Real Estate,2024-03-28,2024-05-19,504,0.3600000000000001,Future Systems,52,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AI Specialist,49929.0,Entry-level,Part-time,Israel,Small,Norway,50,Associate,0,Healthcare,2025-04-04,2025-05-13,2042,0.45999999999999996,Cognitive Computing,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
AI Engineer,147364.0,Mid-level,Contract,Denmark,Large,Denmark,0,Bachelor,4,Government,2024-02-08,2024-04-04,1158,0.44000000000000017,TechCorp Inc,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
Data Scientist,97319.88,Entry-level,Contract,Netherlands,Large,Netherlands,100,Doctorate,1,Media,2024-02-21,2024-04-22,901,0.74,Machine Intelligence Group,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
AI Engineer,67292.0,Entry-level,Contract,Sweden,Large,Sweden,100,Doctorate,1,Real Estate,2025-04-17,2025-05-02,1693,0.94,Smart Analytics,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
AI Scientist,75691.0,Mid-level,Contract,South Korea,Medium,South Korea,100,Bachelor,3,Healthcare,2024-04-27,2024-05-19,1575,0.6000000000000001,Neural Networks Co,22,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Senior Data Scientist,113727.0,Senior,Contract,Canada,Small,Netherlands,50,Doctorate,9,Automotive,2025-04-30,2025-05-16,2407,0.7000000000000002,DeepTech Ventures,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
AI Manager,154787.0,Executive,Full-time,Finland,Small,Finland,0,Bachelor,12,Retail,2024-10-08,2024-11-10,2160,0.4800000000000002,Advanced Robotics,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Data Analyst,217149.68,Executive,Freelance,United Kingdom,Medium,Israel,0,Associate,16,Government,2024-09-25,2024-12-05,2053,0.8,AI Innovations,71,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AI Manager,75332.0,Entry-level,Full-time,Singapore,Small,Singapore,100,Associate,1,Media,2024-05-14,2024-07-23,633,0.10000000000000009,Digital Transformation LLC,70,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
AI Engineer,73956.0,Entry-level,Full-time,Canada,Large,Canada,0,Master,0,Automotive,2024-05-17,2024-06-18,2311,0.9800000000000002,AI Innovations,32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AI Scientist,90708.0,Senior,Contract,Israel,Small,Israel,0,Master,9,Retail,2024-04-24,2024-06-29,1948,0.8600000000000003,Cognitive Computing,66,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
AI Engineer,127905.0,Executive,Freelance,Australia,Small,Australia,100,Associate,13,Healthcare,2024-05-11,2024-06-13,1542,0.6000000000000001,Predictive Systems,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
AI Specialist,88675.0,Senior,Part-time,Austria,Medium,Austria,100,Master,7,Media,2024-08-30,2024-10-19,2488,0.45999999999999996,Cognitive Computing,50,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Data Engineer,64879.920000000006,Entry-level,Full-time,Netherlands,Medium,Netherlands,0,Bachelor,1,Media,2024-06-07,2024-07-04,2365,0.6800000000000002,Cloud AI Solutions,27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AI Engineer,49483.0,Entry-level,Freelance,Israel,Medium,Israel,0,Bachelor,1,Retail,2025-02-24,2025-04-11,1462,0.10000000000000009,Cloud AI Solutions,46,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AI Specialist,116556.0,Senior,Full-time,Sweden,Small,Sweden,100,Associate,8,Consulting,2024-07-24,2024-09-24,1611,0.3600000000000001,Neural Networks Co,62,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AI Scientist,51975.0,Entry-level,Freelance,India,Large,India,100,Bachelor,1,Manufacturing,2025-01-02,2025-02-11,938,0.4800000000000002,DeepTech Ventures,40,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
AI Engineer,102671.0,Mid-level,Full-time,Singapore,Medium,Singapore,0,Master,2,Finance,2024-08-30,2024-10-23,2443,0.8,Future Systems,54,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
AI Scientist,81612.0,Entry-level,Full-time,Norway,Medium,Norway,50,Bachelor,1,Manufacturing,2024-05-25,2024-06-15,1770,0.06000000000000005,Machine Intelligence Group,21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Data Analyst,98626.0,Mid-level,Contract,Denmark,Small,Finland,0,Associate,2,Telecommunications,2024-02-13,2024-03-18,2039,0.11999999999999988,Quantum Computing Inc,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
AI Engineer,83159.0,Senior,Contract,Finland,Small,Finland,0,Master,9,Consulting,2024-12-01,2024-12-15,751,0.14000000000000012,AI Innovations,14,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Senior Data Scientist,145170.0,Executive,Full-time,Ireland,Small,Ireland,0,Associate,12,Consulting,2024-10-04,2024-12-16,1836,0.9800000000000002,DeepTech Ventures,73,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Data Analyst,78338.0,Senior,Part-time,Finland,Medium,Ireland,100,Doctorate,9,Consulting,2024-05-10,2024-07-22,982,1.0,Digital Transformation LLC,73,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
AI Specialist,192658.0,Executive,Full-time,Norway,Small,Norway,0,Bachelor,16,Transportation,2024-12-21,2025-01-31,1620,0.74,Machine Intelligence Group,41,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Data Scientist,67196.52,Entry-level,Part-time,Netherlands,Small,Netherlands,50,Master,0,Media,2024-07-09,2024-07-24,1901,0.45999999999999996,AI Innovations,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
AI Engineer,50017.0,Entry-level,Full-time,India,Medium,India,50,Associate,0,Manufacturing,2024-03-25,2024-06-03,1536,0.020000000000000018,Quantum Computing Inc,70,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
AI Specialist,85664.0,Senior,Full-time,Israel,Medium,Israel,50,Master,5,Gaming,2024-06-01,2024-07-09,912,0.10000000000000009,AI Innovations,38,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
AI Engineer,124694.0,Executive,Full-time,South Korea,Large,Norway,0,Bachelor,19,Media,2024-02-20,2024-05-01,1196,0.8,Machine Intelligence Group,71,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AI Engineer,183140.0,Executive,Part-time,Canada,Large,Canada,0,Associate,19,Real Estate,2024-12-10,2025-02-15,2339,0.8600000000000003,Digital Transformation LLC,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
AI Scientist,101159.28000000001,Entry-level,Contract,Netherlands,Large,Netherlands,0,Associate,1,Technology,2025-01-23,2025-03-25,1716,0.6000000000000001,Quantum Computing Inc,61,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI Engineer,162046.44,Senior,Full-time,Netherlands,Large,Netherlands,0,Bachelor,8,Consulting,2024-02-19,2024-04-04,2243,0.72,TechCorp Inc,45,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
AI Scientist,92638.0,Entry-level,Full-time,Sweden,Large,Sweden,50,Bachelor,1,Finance,2024-06-07,2024-07-22,2190,0.8800000000000001,AI Innovations,45,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
AI Scientist,189731.16,Senior,Contract,Germany,Large,Germany,0,Bachelor,7,Technology,2024-12-12,2025-02-13,2436,0.6399999999999999,Digital Transformation LLC,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
AI Specialist,132656.0,Executive,Full-time,Austria,Small,Austria,50,Master,15,Finance,2025-03-28,2025-04-11,1354,0.9199999999999999,Machine Intelligence Group,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
AI Engineer,45786.0,Entry-level,Full-time,India,Small,India,0,Master,0,Technology,2025-03-26,2025-06-04,1326,0.6000000000000001,DataVision Ltd,70,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
AI Engineer,184379.0,Executive,Full-time,Finland,Large,South Korea,0,Associate,13,Finance,2024-12-26,2025-02-08,580,0.5,Autonomous Tech,44,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
AI Specialist,99597.0,Mid-level,Part-time,Denmark,Medium,Israel,0,Doctorate,2,Transportation,2025-04-28,2025-05-13,2311,0.26,Autonomous Tech,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Senior Data Scientist,104129.0,Entry-level,Part-time,Norway,Large,Norway,100,Associate,0,Finance,2024-03-19,2024-05-23,1706,0.45999999999999996,Machine Intelligence Group,65,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
AI Scientist,99295.0,Senior,Full-time,Singapore,Small,Singapore,50,Bachelor,9,Energy,2024-11-06,2024-12-01,1577,0.8800000000000001,DataVision Ltd,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AI Engineer,116449.92000000001,Mid-level,Freelance,Germany,Large,Germany,50,Associate,4,Manufacturing,2024-10-25,2024-12-01,1504,0.06000000000000005,TechCorp Inc,37,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
AI Specialist,203440.0,Executive,Contract,Ireland,Large,Ireland,50,Bachelor,11,Finance,2025-04-22,2025-05-22,587,0.06000000000000005,AI Innovations,30,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
Data Engineer,155086.0,Executive,Freelance,Ireland,Large,Ireland,50,Master,19,Automotive,2024-06-27,2024-08-25,1933,0.3800000000000001,DataVision Ltd,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
AI Specialist,86370.0,Senior,Full-time,Israel,Large,Netherlands,100,Doctorate,6,Telecommunications,2025-04-28,2025-06-07,1169,0.9800000000000002,Predictive Systems,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
AI Engineer,77485.0,Mid-level,Full-time,Austria,Large,Austria,0,Associate,3,Telecommunications,2024-11-24,2025-02-05,1141,0.020000000000000018,Predictive Systems,73,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI Specialist,354829.11,Executive,Contract,United Kingdom,Large,United Kingdom,50,Doctorate,14,Automotive,2024-07-01,2024-08-14,1379,0.020000000000000018,Neural Networks Co,44,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
